mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,label
-365.9215,35.8894,-56.063923,23.815767,-17.640032,2.4311178,8.62451,5.97948,-5.174593,-11.33338,-2.8678496,-4.7315044,17.71463,-11.09729,2.2275596,8.589667,-13.827489,2.634704,-7.1963506,-6.0573072,-0.9073227,-1.0886511,-0.105813496,0.6634308,1.5753096,-0.18306984,-0.27215996,0.37185878,0.03924931,0.1950333,-0.24129672,-0.22543105,-0.33764806,0.01891596,-0.14273033,0.017252132,0.2487246,-0.071879834,0.22771677,0.11253584,1.101575,0.325867,-0.992204,-0.22116081,-0.0008991862,0.062440608,-0.12484744,-0.05713635,-0.2101203,0.2888931,0.056758292,-0.22566274,0.18712272,-0.05677118,-0.08872381,0.18291822,0.05975552,-0.05484849,0.25867248,-0.13882051,1
-344.48694,48.725418,-80.08265,16.91825,-11.712056,1.5043888,1.4379892,6.6283083,1.0303396,-5.4545493,-2.1746385,-12.120006,22.724491,-12.702816,1.1085047,8.967186,-10.640772,-0.3758527,-6.200677,-5.8260093,-0.46630812,1.0309418,-0.43284073,-0.31063464,-0.06414783,0.048244286,-0.4328534,0.20787475,0.09893564,-0.038654286,-0.2338069,-0.02484082,-0.0061039394,0.022863979,0.07778389,-0.014486468,0.076248534,-0.18632732,-0.08648435,-0.13244352,-1.2925715,0.6167089,0.23607762,0.62692857,-0.31400886,-0.17192645,-0.11863705,-0.22848155,-0.16975705,-0.023274614,0.14351754,-0.0451657,0.076437585,0.24490277,-0.11555434,0.12518583,0.05103519,0.07981834,0.115398854,0.10559639,1
-320.831,55.01719,-95.227066,25.375875,-23.728487,9.929434,-0.19627728,3.3876207,0.14020264,-4.853239,-0.55615354,-16.08014,20.299118,-10.920969,-1.0040069,6.34971,-10.095963,0.23161125,-6.2498593,-3.2152662,0.049679004,-0.30164707,-0.5198719,1.1078498,-0.24487117,-0.6477984,-0.0662059,0.16805166,0.44623968,-0.35944358,-0.10227834,-0.09694951,0.0055744476,-0.031178063,0.19939443,0.21563593,-0.20282692,-0.06432884,-0.2865194,0.15541986,-0.38689375,-0.18773715,0.56569463,0.21758659,0.3276237,-0.41828936,-0.048524912,0.15385483,-0.36814472,-0.13795301,-0.035718314,0.113712534,-0.13388267,0.07084994,0.11695359,0.0032894975,0.03907062,-0.052712593,0.1689052,0.1491965,1
-329.1832,40.55174,-78.93436,31.208721,-21.056087,8.622643,0.9625101,5.3748817,-9.236051,-10.072264,2.4565184,-11.204978,15.151044,-9.933265,0.7466794,8.949889,-12.343683,0.5765427,-7.4400945,0.30791035,1.2926052,-0.5093667,-0.51487815,-0.30166227,0.2464511,-0.06906463,-0.055064194,0.16405907,0.17821373,0.06531931,-0.15579422,0.011527845,-0.024441598,-0.22240007,0.04515162,-0.038442817,-0.11200661,0.025905557,-0.143873,-0.15072924,0.13459961,-0.2999584,0.21075936,0.188558,-0.33402777,0.02034689,0.118313715,0.1825428,-0.1395633,0.08768642,-0.08801461,-0.028627494,0.010543684,-0.044539243,-0.04424856,-0.0007852732,0.050898034,-0.08205817,0.087521255,-0.017569993,1
-355.40048,53.5289,-67.40444,26.492773,-9.374783,3.37221,-6.8037887,4.6666055,-7.9886374,-9.281477,3.170536,-6.1162944,17.62864,-9.602707,-0.19903973,9.913041,-11.264898,-1.5070217,-8.053541,-0.6084252,0.24068257,-0.47668022,1.0474879,-0.18501332,0.27574643,-0.32760355,0.02553944,0.12356294,-0.23709407,-0.34115607,-0.1772037,0.22496024,0.14649223,-0.102924235,-0.04530942,0.000655161,0.012255295,0.09121317,-0.004747122,-0.1256022,-0.8188071,-0.05151959,0.53902376,-0.6010938,0.189593,0.22053377,0.091270566,-0.0769877,0.024141334,-0.22031726,0.096953295,0.56002814,-0.2461704,-0.009246018,0.0916227,-0.02898458,0.11001888,-0.028814213,0.029815182,0.15585718,1
-378.24243,59.905785,-55.21403,17.56105,-6.2093663,-0.36397856,-0.46204066,5.225492,-6.4953966,-9.72631,-1.5552155,-3.3677616,16.503798,-8.627422,-0.19482352,8.9312315,-9.083921,1.5552325,-2.2237003,0.027016055,2.6968553,0.24140067,-1.6903832,-0.70977753,-0.5977209,0.047945127,-0.12062401,0.2631627,0.15732855,0.18587267,0.20024936,-0.009430023,-0.13095582,-0.14649911,-0.059446633,-0.07926013,0.39457482,0.8309513,0.90080297,0.1952666,1.4776976,-0.6357594,-0.6685056,0.041986562,-0.19477302,-0.09164244,-0.052680314,0.11720156,0.18439572,-0.115516484,0.021638261,-0.12116737,-0.0070333914,0.07257549,-0.029986158,-0.14195359,0.020885218,0.17887817,0.04203021,-0.07875171,1
-361.94055,33.11436,-46.93057,35.83657,-18.427126,-7.2586107,6.1468325,3.8226538,-13.836477,-12.711275,4.432276,-7.802676,19.150547,-6.4501643,2.254918,12.396247,-14.109878,2.3093655,-0.6953811,-0.6833526,-1.1911733,-1.0520145,0.4422324,2.1602457,-0.34585106,-0.21097125,0.084908105,-0.25718498,0.15094621,0.35923392,-0.36701694,-0.55949247,0.37215325,-0.19376273,-0.20907274,0.120199,-0.33131048,0.15837389,0.04353752,0.14255679,-0.48120776,0.12662023,-0.21297604,0.018812967,0.42995664,0.0011574404,-0.31072146,0.019397913,0.18033077,0.12804277,0.25595105,0.18499596,-0.28798655,-0.20830235,-0.10849614,-0.16898881,0.004710595,0.0021646672,-0.057453748,0.051431574,1
-327.24976,42.140842,-76.42337,37.759754,-25.32053,-6.539953,1.3540789,4.2039795,-9.30814,-12.0415745,7.2471805,-12.699181,20.390629,-8.563952,2.283498,10.517617,-15.436684,-0.31687802,-3.508564,-0.2439522,-1.7812229,3.71836,-1.0200133,-0.79793537,-0.4188205,-0.5634197,0.53112274,-0.38795218,-0.3380272,-0.5911519,0.38329938,0.35176185,-0.069477335,0.21202815,0.17718472,-0.02497549,0.014980064,-0.2105185,-0.29266077,0.092382595,0.3099395,-1.1244158,0.020015914,0.46186757,-0.1485897,-0.014016407,0.3190695,0.14073779,0.29646853,0.1038287,0.24881817,-0.14065884,-0.014771185,-0.17954957,-0.12379528,-0.09963558,0.023043932,0.25048423,0.042107597,0.0726232,1
-328.13336,62.882957,-92.671074,19.587137,-18.571714,-3.9924822,0.032815147,7.701924,-1.8421608,-9.762355,0.85881925,-11.309924,16.265696,-12.798943,1.979039,8.7108755,-13.80928,1.2008091,-4.8744974,2.6656106,-1.1177909,0.37129357,-0.17598039,1.2468808,-0.16533987,0.102142185,0.022963917,-0.06206764,-0.35070372,-0.41083944,0.09841007,-0.116831586,-0.09384753,0.3683819,0.08393468,-0.08857786,0.07388505,0.14774074,-0.21651882,-0.10776201,-2.1021788,-0.22195531,1.7572017,0.51924735,-0.070732996,-0.36895835,0.34629482,-0.1576276,-0.41382584,0.070546284,0.06405936,-0.01430734,-0.052499603,-0.15923342,0.010471763,0.21724679,-0.13516316,0.04056028,0.020132376,-0.057070367,1
-359.32626,54.52145,-0.29283816,-8.248059,-1.7456532,-9.662023,-10.004222,-15.510218,-15.11359,-10.621033,-11.552774,-2.465884,-10.02934,3.3376968,-7.854186,-3.4735422,-6.4422784,1.424666,-10.031466,-1.8760884,-2.3928132,2.0405307,-0.642607,0.18598679,0.105165765,0.021362502,-0.13266349,-0.1849308,0.1876665,0.4980502,-0.061009508,-0.3757059,0.30861008,0.05947335,0.15798944,-0.21559802,-0.015358971,-0.029145451,0.031205602,0.04127099,-0.73729587,-0.46587056,0.0010565852,-0.10085373,0.32890534,-0.05451093,-0.12712324,0.36073,0.20626722,-0.10255071,-0.05754343,-0.03484647,-0.20881759,-0.02183778,0.01606406,-0.039587207,-0.06484655,0.21881126,0.03761387,-0.07617345,1
-396.14008,69.3346,-15.3216915,-3.2638032,-3.56864,-9.787088,-12.11948,-12.835926,-15.959387,-11.964464,-16.316435,0.81373346,-11.927899,5.842427,-7.371896,-3.0731864,-5.8502584,1.472743,-8.249774,-0.16609408,-0.7675677,1.9148449,0.7705069,-0.8261175,-0.48246837,-0.13037947,-0.27381176,-0.37708327,-0.2127859,-0.021908991,-0.22422875,0.046960637,0.32820183,0.2624125,0.16023421,0.31151655,0.1225464,-0.21469466,0.014823827,0.013976563,-2.7245033,-0.015496799,0.5480447,-0.2551321,0.2605187,0.34827656,0.12057312,0.41167462,0.43288264,0.16791937,0.17581052,-0.01719554,0.23087995,-0.14718117,0.07079788,0.08236287,-0.023185538,0.08448052,-0.014921285,-0.011672239,1
-381.73105,52.444923,-8.422721,-9.395465,-0.052349456,-7.324169,-22.776756,-4.9751453,-13.480303,-12.538975,-17.655588,4.248359,-14.525916,6.8609896,-6.8371515,2.0728278,-8.616932,0.30160135,-5.3256693,-0.34488764,2.501112,-0.86607015,0.23865168,-0.060823865,0.05177975,-0.35868096,-0.54828703,0.21256141,0.11188319,-0.24275444,-0.10801198,0.14781596,-0.17327699,0.073139325,-0.12558807,0.23224598,-0.15080068,0.05282615,-0.0005291038,-0.15006083,-2.2470918,-1.8197695,1.3731169,0.18470483,0.30057147,0.81908816,0.26358843,0.43471706,0.14062592,0.39813486,-0.029004877,-0.06983881,-0.06484182,-0.21050546,0.05906349,-0.37143573,0.08653383,-0.0594083,-0.019869464,0.12706394,1
-383.79218,36.959946,-0.60048956,-0.72339946,4.868462,-7.645156,-32.53336,-4.6014824,-7.8080215,-18.62471,-21.437319,4.402006,-12.662396,5.0311866,-6.5398426,3.4496717,-8.103336,2.1538906,-6.015982,-0.58056486,-1.268073,0.15101029,-0.22819912,0.5513078,0.054259967,-0.21756084,0.32791603,0.13470264,0.34884712,-0.092894204,-0.2511763,0.11118308,0.14478521,-0.08233022,-0.14308538,-0.043547016,0.066444844,0.27456784,0.14239413,-0.09766999,-1.1221005,0.58847517,-0.48082495,0.3109226,0.028313901,0.048755728,0.29043207,0.013195711,-0.007998073,-0.09619804,-0.11291479,0.11930566,-0.031318262,-0.0012064548,-0.008485164,-0.049040303,0.037564542,-0.0024637736,0.105925575,-0.008647678,1
-398.6779,42.82035,-0.20052783,11.145382,3.3046358,-4.5159116,-34.23144,-11.258766,-11.954618,-21.086504,-22.270586,3.595394,-11.485731,7.8996797,-7.3013167,2.9056785,-4.1769886,1.9441665,-7.3816466,1.0293412,-0.29412264,-2.240008,0.7047352,-0.1856084,-0.45010984,0.09927841,0.13910939,0.0849047,0.29572216,0.4106312,0.13240603,0.3774879,0.11270837,0.031920634,-0.25534576,-0.0727507,-0.27850485,0.10358579,-0.42350745,-0.09724228,0.83166,-0.947895,0.48744285,-0.11208429,-0.20618719,0.45934662,-0.024805164,-0.1091329,-0.0692964,0.19200704,-0.13550144,0.14984727,-0.041286808,-0.038177706,-0.0021298574,0.15644269,0.06775457,-0.013264557,0.18479471,0.0420973,1
-405.17035,32.828182,7.93822,8.510012,-3.787862,4.1541157,-29.541496,-13.583022,-13.592869,-10.831986,-21.33754,1.2655113,-10.2118,10.256718,-8.954239,-0.33959755,-3.4199796,0.31099755,-9.09449,0.8586141,-1.7098651,1.2835071,-1.0725756,0.28492942,-0.7762342,0.12263835,0.87268466,-0.07253993,0.18630615,-0.08649433,0.08289794,-0.12167237,0.016635627,-0.07495599,0.45717615,-0.039434303,-0.08076701,-0.017478034,-0.11783717,-0.09489948,-0.062312566,1.0729293,-0.9459599,-0.24365477,-0.29500788,-0.02726902,0.27356097,-0.17673959,-0.046257686,0.15853314,0.0022439037,-0.052451838,-0.089239486,0.068757646,0.24872117,-0.14015754,-0.027725019,-0.07060259,-0.103871055,0.05239185,1
-363.02902,22.163754,5.5078144,-0.8392652,-8.166007,9.722056,-25.841694,-21.831068,-10.358921,-9.953333,-26.521456,1.390124,-9.108873,6.716081,-8.729265,-2.955934,-3.313288,2.997126,-10.393968,2.4064965,-3.1282377,1.8420365,0.909085,-1.4965137,0.75519294,-0.045810033,-0.40454683,0.3855626,0.37545797,-0.032245725,0.26645768,-0.15193042,0.3398992,-0.24323332,-0.016659895,0.052666865,-0.047415007,0.017896876,-0.07583314,-0.014615109,0.37012565,-1.3323588,0.27072838,-0.19277433,0.038383044,0.5504996,-0.5162797,0.1575641,0.20411295,0.11115498,-0.019724876,0.28347275,-0.043039504,0.043391176,-0.028074617,-0.029183015,0.05570619,0.016197491,-0.15199293,0.050492823,1
-327.1492,38.15108,-11.170389,-8.516048,-10.155697,5.6590266,-33.463142,-22.433863,-6.3952394,-12.886853,-21.798742,4.7819486,-8.905771,4.87018,-8.041965,-2.874225,-3.9532475,4.8706427,-9.879458,4.0181675,-2.4013555,-3.6021361,1.5022448,0.6055495,2.0822532,0.59956074,-0.9737122,1.1644238,0.35244837,0.40456894,0.14138758,-0.31206954,0.1026671,-0.11406426,0.26046762,0.1923426,-0.19983236,-0.017799698,-0.08554303,-0.11080371,-0.6851149,-1.1712236,0.73035693,-0.35658732,-0.20535812,0.427878,0.33957854,0.29958788,-0.033154964,0.45693988,0.12849203,0.0147904,0.25362304,-0.22117628,0.10771105,-0.08450223,-0.05995776,0.014258636,-0.03406939,-0.14217791,1
-347.26324,77.09696,-23.66472,-11.484175,-14.112799,1.403068,-40.61709,-16.988075,-6.695571,-12.937273,-15.780632,-0.8717204,-7.652628,5.8298793,-7.450847,-4.7970138,-4.08874,4.942221,-8.3822155,2.8648396,0.06254099,2.634315,-0.22893313,-0.42100343,-0.41276482,-0.29924646,0.43193385,-0.5804174,-0.28371817,-0.123030916,0.089705676,-0.045355055,-0.035718262,0.123946935,0.15019129,0.024197144,0.066688664,0.05198124,0.037296522,-0.064391196,-0.68679035,1.1721158,-0.3892595,-0.07310874,-0.24552776,-0.20445155,0.40639496,-0.13209018,0.058760844,0.020521645,0.057247926,-0.09838126,-0.12994352,-0.01605404,0.06714619,-0.06497378,-0.07687383,0.16905811,0.08638933,0.044237036,1
-390.93097,99.7769,-21.096575,-13.730949,-12.28441,5.3156776,-29.991476,-24.826532,-6.4920216,-13.027639,-20.50972,-3.0407608,-8.870959,6.020251,-6.504818,-3.452242,-3.667171,5.67149,-10.970523,2.0644002,1.5035149,2.562544,-1.3687183,0.6409349,-0.15162005,-0.8148582,0.14096141,-1.0466212,-0.34265697,-0.40936095,-0.09736695,-0.089650184,-0.105955,-0.08836669,-0.14816196,0.2998771,0.05948286,0.006379555,-0.08405844,-0.09743409,-0.6001846,-0.2815823,0.85328466,-0.3726699,-0.028184626,0.050581694,-0.33672053,0.5121482,-0.12003583,-0.121219814,-0.20445615,-0.055302422,0.21587393,-0.012776598,-0.08555873,0.016776698,0.089447275,-0.005839995,0.08618424,-0.14934357,1
-365.72284,94.013374,-29.729317,-8.895871,-10.897012,3.991857,-30.397058,-30.600023,-2.9118893,-15.3328495,-19.958216,2.2259028,-7.3713584,7.99936,-7.7867403,-0.85164315,-3.2712927,3.8764277,-9.55474,0.12478694,-0.12284067,-1.9203905,-0.5919886,0.029795477,0.94516385,1.2107385,-0.22915667,-0.079699256,-0.08947017,0.4963717,-0.011290895,-0.21206965,0.2908886,-0.29477698,0.08665167,-0.045065362,0.21027559,-0.058314536,-0.027365774,0.01327504,-0.29812,-1.9408175,1.1685793,0.8444757,0.2516859,-0.2408886,-0.035324443,0.6354158,0.048785523,0.24756296,0.21201424,-0.08658052,0.079260945,-0.17060813,-0.026998833,-0.054493472,-0.046564654,-0.117595844,0.0930873,-0.00756277,1
-364.63168,61.67467,-14.230731,6.9083657,-15.190561,5.489363,-30.938286,-18.306208,-8.46316,-16.402521,-16.170784,-0.9564129,-6.7525473,6.341748,-7.5137925,-0.7069097,-2.9793007,2.8837745,-6.1922045,1.0957526,0.19670816,-1.9642615,2.0180097,-0.37566954,0.19535646,0.86954343,-0.12479412,-0.5618313,-0.56361586,0.183015,-0.3362026,-0.14840904,-0.06664132,0.19132513,0.051790375,0.26327404,0.09175942,0.09462172,-0.058323544,-0.19313069,-1.0965499,-1.7684797,1.6863445,0.30896354,0.6438408,0.06441857,-0.5853055,-0.01046812,0.015244532,0.24299231,-0.04097339,0.011397325,0.24818745,0.054199073,-0.19570477,0.031423513,-0.03718246,-0.11967619,-0.0475319,-0.20050624,1
-370.28915,71.93004,-5.3843656,-2.5506053,-26.218086,7.1263585,-20.010096,-16.871387,-13.879543,-19.53718,-16.224035,-3.1835515,-10.148744,3.5316286,-6.752397,-1.676298,-2.698925,3.2969167,-7.2644587,1.6457534,3.8796377,-1.0790148,0.397064,-2.0394282,-0.06177451,0.73855543,-0.70959544,0.31263715,0.011205018,-0.055939645,0.14675358,0.3845999,0.33155912,-0.030415298,0.0479716,-0.30524853,0.09600344,0.14499748,-0.2445552,-0.0069182147,0.70375144,0.5283863,-0.1837932,-0.15895264,-0.2307917,-0.13375968,-0.037964426,-0.26400384,0.10363921,0.16650185,0.24722178,0.13245204,0.0056245173,0.020478094,-0.085686594,-0.09266185,0.0755127,0.014084322,-0.06419563,0.0020217376,1
-382.1607,97.77929,-20.851473,-6.911365,-26.089045,2.1276295,-20.700283,-21.442291,-12.135425,-21.321081,-15.944905,-0.5937355,-11.218084,6.24755,-6.4631467,-4.2242713,-1.9813516,1.6027359,-7.7682915,0.8556613,-2.5060377,-0.2794184,-0.22051673,0.94628686,0.30592933,0.002912143,0.13413596,0.8547875,0.4851446,0.2559602,0.20968474,-0.19907263,-0.0034034404,-0.2495194,0.2081333,-0.19765034,-0.20324871,0.04152695,0.12704675,-0.12863998,-2.559096,-0.43059748,1.6557668,-0.22418879,0.2510276,-0.027529111,0.03374963,0.41019818,0.032240998,-0.17144454,0.06572643,-0.11925615,0.119722076,-0.037881162,-0.14532477,0.17112699,0.0932042,0.09973802,0.0052860384,-0.022653481,1
-361.58102,71.0956,-20.732616,7.8055644,-16.939617,-5.829962,-29.729847,-17.639317,-12.109087,-20.609205,-17.121044,-2.5735276,-11.18766,6.5000315,-8.260535,-2.192456,-3.8652825,0.03450418,-8.204955,1.4087931,0.09057447,-1.586349,-0.5366432,-0.23687957,0.8670148,0.37882838,-0.6280175,0.21874225,-0.072157666,0.48031193,0.032140836,-0.2638536,0.13532814,-0.31790802,-0.35871604,0.20798978,-0.0616576,0.22400366,0.040241785,-0.101558805,-0.4397298,-1.4766855,1.9772891,-0.6376038,-0.050739735,0.42204145,0.12419582,0.45763153,-0.023331925,0.3352676,0.030595215,0.055154823,0.23129839,-0.048792068,0.2060363,0.07367947,-0.012908358,0.043980233,0.09665935,-0.023223527,1
-342.76483,60.72875,-12.546463,0.87897384,-21.20943,-2.6920297,-31.60158,-22.120623,-13.192496,-20.32635,-18.236734,-4.710138,-9.1385355,3.4944818,-8.327525,2.25224,-7.016173,1.9233795,-9.052794,1.7452346,1.7859321,-2.0694983,1.1739635,-0.2474126,0.35440353,0.2626528,-0.3631448,0.18884301,-0.36203998,-0.03894476,0.027278101,0.1445096,0.059058275,0.15614061,0.24369338,0.10916987,0.32035166,0.13771912,0.07319518,-0.009487932,0.42056528,1.1413634,-1.4376894,0.49698216,-0.47190985,-0.39551964,0.20941183,-0.42358097,0.3841008,0.016403215,0.27978134,0.1490218,-0.08711882,0.26338395,-0.16657093,0.1086487,0.0066273306,0.0088143535,0.24564491,0.0030100052,1
-393.02954,52.409645,0.6799957,-4.3750715,-19.11535,11.640005,-28.459942,-18.044832,-9.457837,-15.160764,-17.164295,-2.8902984,-7.167843,2.6761994,-5.557184,1.5287496,-5.444451,4.306564,-10.683028,1.6217391,-2.0931423,-0.5683332,1.1463394,0.15374099,-0.32592237,-0.12941296,0.15717879,0.81214404,-0.23048002,0.23727645,0.07865838,0.008689457,-0.058100373,0.07555733,0.08990229,-0.0017315887,0.024630344,-0.038768668,-0.14103588,-0.08918378,-2.0232227,0.32970116,0.26426044,0.23900758,-0.08339521,0.03320871,0.18750046,0.08110055,0.16120693,0.36679763,0.23383652,-0.08928069,0.05707599,0.08032513,-0.061590657,0.017921856,0.10453679,-0.18962528,-0.07806917,-0.008433144,1
-370.54303,67.27603,-13.245061,7.7712893,-17.834448,-4.9640512,-27.19753,-20.611843,-10.114591,-19.789991,-18.886719,-2.8399925,-10.361421,7.2337055,-9.141351,2.545531,-2.5802407,2.0054297,-8.110858,0.7207373,1.2389804,-0.8011293,-0.46837246,0.52872455,-0.057282183,-0.35982016,-0.5647904,-0.38391265,0.6185756,0.52745503,-0.6569261,0.45650455,0.24658933,-0.104631394,-0.020144887,0.0100326305,0.15111603,-0.074723266,-0.08814993,-0.28830245,0.20804675,-0.13855852,-0.05980827,0.20738068,0.1805964,-0.035178,-0.1589381,0.082050614,0.26782674,-0.011486769,0.1412066,-0.27203792,0.105315074,0.06377653,-0.10100233,0.046557557,0.09400394,-0.13295579,0.031969417,0.098890886,1
-368.6004,88.12907,-21.726547,18.649092,-20.911669,-17.382446,-18.806097,-22.863379,-15.492026,-20.417551,-21.67497,-8.69198,-11.596143,7.6855993,-10.086867,1.7999724,-3.0665832,0.03367776,-5.6893144,0.35803244,2.6511645,-0.033199918,0.10384683,0.45930663,-0.2755316,-0.037689123,0.19796482,-0.6777544,-0.66528517,-0.100462236,-0.34465972,-0.66856736,-0.253301,0.13035862,0.01677786,-0.12270276,0.18927462,0.06288967,-0.03496958,-0.03615983,-1.7799132,0.74318355,0.2151216,-0.86481756,0.6193771,0.4368064,-0.02884598,0.16914165,0.12846744,0.17049296,0.21026875,0.08238634,0.1534488,-0.06495935,0.06571915,-0.15725806,0.24221994,0.08923836,0.18017477,-0.07667635,1
-190.56795,66.97577,-21.991165,27.106377,-8.22034,12.025865,-9.507567,4.731036,-3.87049,-9.88424,6.988714,-5.03385,10.301721,0.040269215,2.9423928,4.3511767,2.3179808,-1.5403278,-3.4801888,-5.8759727,3.7554078,-0.9003744,-1.6871967,-0.89086574,-1.275873,0.42952803,0.29227534,-0.15755062,-0.3707423,-0.37428603,0.04092582,-0.33306786,0.27050376,-0.029107071,0.21939673,0.12968831,0.07467697,0.030722875,0.3585323,-0.25255078,0.65093386,0.09683863,-0.3244909,-0.8340384,-0.04010081,0.39695078,0.06597689,0.1050169,-0.07804424,0.04687461,-0.011460949,0.016512401,-0.087646775,0.028321732,0.10349962,0.058285482,-0.14387581,0.029331956,0.13882072,-0.12816526,1
-210.03944,67.06621,-30.255579,24.885412,-13.789232,11.17874,-13.83813,6.8241806,-6.836926,-10.19323,3.870159,-3.1424415,7.218882,-1.9942937,7.345145,5.7817035,-0.1004408,-1.4002798,-4.774954,-7.993525,3.350194,2.063696,-2.9264503,0.40562576,-1.5813265,-0.6585735,-0.1469204,-0.027951993,-0.2879695,-0.13035777,0.11592162,-0.13400327,-0.20721324,0.17250048,0.47996604,-0.06037947,0.24138519,-0.23729324,-0.09659651,-0.13711286,0.08041342,-0.46417305,0.011698692,0.13805655,-0.19173382,0.2751712,0.08363145,0.11612292,-0.114522085,-0.1293306,0.039525304,-0.22341649,-0.028696561,0.016682632,0.020577654,0.08377139,-0.02260855,0.054755606,-0.08523312,0.019503724,1
-179.5806,66.35316,-38.821243,3.309645,-16.22836,11.512387,-19.294163,6.39157,-4.531927,-4.9382577,-0.7429117,-1.3701146,6.459457,-2.3398154,3.2443604,3.7902958,-3.8405797,-3.3126664,-6.969164,-6.3823743,2.6386068,-1.0839024,-0.5323224,0.08774167,-0.7312052,-0.22594382,0.053122513,-0.13266806,0.16389033,0.12601748,-0.10706796,-0.017841456,-0.15377268,0.022125078,0.0698586,-0.35018393,-0.014804878,0.13935834,-0.33561024,0.17117563,-0.48269835,-1.3103628,0.22566305,0.7776476,-0.06929001,-0.19231248,0.050811708,0.075691,-0.059753593,-0.42288706,-0.06310576,0.1425568,0.21594302,0.037305556,0.113934144,0.083502516,-0.05386858,0.010776047,0.022264108,-0.11097665,1
-104.51404,59.06674,-84.49422,31.787064,-22.63198,-10.759334,-12.983269,-7.922727,-3.7231195,-12.9554205,-5.9249296,0.7726955,-4.191258,1.4712534,-9.442786,6.776499,-5.0394444,-0.8913128,-8.01943,-1.5690167,-2.418723,-0.22371025,0.4857972,1.2338315,-0.3348652,-0.49961016,0.39562526,0.023740493,-0.40449578,0.17996792,0.085183516,-0.12993155,0.0014787591,0.22729494,0.23944567,0.19998863,0.31758744,0.3047161,-0.0087143015,-0.044144522,1.5151595,-0.4271883,0.23646154,-0.15352483,-0.19530067,0.09032743,0.0817823,-0.08149739,0.0002476431,0.13787036,0.17210549,0.10338803,-0.04704085,-0.02215501,-0.17635442,0.043769572,-0.0007349678,0.021394363,-0.13607019,-0.17978251,1
-163.0687,49.948956,-56.415585,36.048378,-16.129877,-17.401255,-2.3870037,-9.715187,-7.5881815,-13.376509,-8.278613,3.9408257,-6.0387406,1.813438,-6.9164495,8.991767,-8.525403,-2.6106708,-7.1650023,-1.2921505,-4.5091934,-1.7801063,1.1898477,-0.3448909,0.8701105,0.46963784,0.4142167,0.6208261,0.47721228,0.25377113,0.11252585,0.3432777,0.00042284527,-0.062356133,-0.25503173,0.093304284,0.19557278,-0.28100494,0.2861397,0.2978521,-2.519881,0.9363471,0.11840765,0.29416418,0.20832373,-0.04358475,0.24252647,0.2506725,0.017456718,0.14595498,0.2915397,-0.20016499,-0.0601449,0.10367433,-0.10756444,-0.083389774,-0.06112162,0.03469089,-0.02790498,0.07119258,1
-154.48909,48.865692,-51.355865,40.60517,-14.174864,-26.3281,3.9301429,-14.5856695,-14.755513,-11.795354,-7.72564,0.31892458,-7.6840796,1.1313134,-8.351662,11.177779,-10.181267,-5.2752934,-9.357608,-4.652958,3.307325,-0.51643413,-0.5110924,-0.8166198,-0.54244214,0.1265198,-0.33023554,-0.25085807,-0.092436954,0.093945935,0.20582478,0.4253219,0.19798887,-0.14589904,0.05471991,-0.052895136,-0.06874003,0.12672338,-0.30986232,0.01574173,-0.90757304,0.12031897,0.16402338,0.2065691,0.17451394,0.27290833,-0.31689826,0.22821128,-0.0965866,-0.1600515,-0.059940092,-0.09961548,-0.018306445,-0.3024299,0.013490248,0.0018415716,-0.23774429,-0.03476955,0.13390651,-0.16732909,1
-108.94457,50.987717,-71.70275,30.568098,-12.038952,-22.025106,0.8275544,-9.131369,-12.984947,-8.354791,-6.499461,3.5181074,-7.844788,1.4292517,-9.214212,8.841756,-7.8645916,-2.7312918,-10.812546,-3.4999013,3.7502701,-0.9683943,-0.27695644,-0.8520028,-0.3073185,0.16387682,-0.0496622,0.103047706,0.16277026,-0.023984777,-0.17587185,-0.028617393,0.04048074,-0.085682645,-0.06869403,0.07886607,0.08030837,-0.06171768,-0.057360433,0.1210229,-1.7209599,0.5468188,-0.42808604,0.057462495,0.09456484,-0.049398515,0.08810002,0.4607072,0.07754912,0.02403202,0.15088326,-0.06094308,-0.22639304,0.0642975,0.0059030247,-0.14747202,0.05305102,0.14161174,0.07008905,0.07423959,1
